File Name,MFCC_0,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12
270s11,-564.11646,199.90166,14.428022,19.280962,-25.840445,8.541684,-11.214067,-10.71881,-3.5649252,-7.4866714,-3.049022,-10.567079,-5.6710033
203s11,-421.06473,132.3068,31.894863,15.724152,-12.677124,-5.7872453,-23.077782,-13.452417,-9.028878,-8.511429,-11.55897,-5.5995364,-5.763603
225s14,-443.39642,193.40526,-3.5889487,14.176717,-14.81752,7.647952,-10.656525,-16.399254,-10.389592,-13.121577,-1.9713137,-4.6484632,-13.7416725
203s20,-413.97397,147.10628,24.589706,12.103549,-13.657826,1.4156266,-23.205101,-14.038067,-4.796171,-6.671193,-8.942049,-4.524636,-4.385927
244s5,-417.16214,157.64494,14.3242445,20.344543,-6.0422626,15.200488,-19.717371,-12.908506,-8.5053005,-7.9563065,-9.7301655,-2.768592,-8.491966
230s27,-465.09555,188.1365,6.8102136,14.924839,-17.211344,16.885988,-13.570368,-15.712002,-5.648896,0.7211239,-4.9963593,-7.894318,-5.8329034
136s25,-430.4323,159.36337,26.027416,15.088299,2.9385912,7.2591033,-21.275785,-15.713246,-0.93444693,-5.797756,-10.929777,0.63596183,-7.268996
259s3,-341.3864,151.12228,1.9460588,17.12494,-17.520475,3.086897,-19.728588,-22.84471,-4.6885757,-6.9479594,-10.666878,-3.9322596,-15.706157
166s17,-511.84406,189.1125,10.609983,36.999058,-42.311516,32.13207,-15.878026,-5.352053,-16.05701,0.25619388,-7.4148283,-0.71292007,-4.9967537
117s9,-491.76578,190.39458,12.337122,21.345003,-33.499115,15.769461,-5.2425346,-1.1318818,-18.111164,-2.6182172,-8.109907,-1.7120707,-10.979457
148s11,-570.33746,190.86089,13.598605,27.89391,-25.57489,7.757681,-15.2149725,-7.1903944,-12.291696,-6.848578,-1.7999651,-12.211158,-12.04506
136s10,-441.50058,154.23099,29.116516,15.910363,0.60179156,4.3211775,-20.700418,-14.496145,-4.0281672,-3.6531193,-8.708546,-0.6781786,-7.7709823
166s23,-515.8618,212.10962,7.9161863,16.160149,-26.79474,23.028217,-9.742952,-19.04616,1.8452855,-11.797878,4.119516,-2.1903453,-6.8325677
167s20,-363.73157,156.21413,9.0542755,6.8350844,1.305214,16.913288,-31.643202,-13.245101,-6.5188375,-1.8229374,-16.721798,-2.811932,-3.5146136
215s21,-490.99063,181.28516,23.857813,14.656305,-9.988746,15.415332,-15.762359,-8.409922,-5.8176084,-3.7432165,-5.657292,-3.0536969,-1.872782
129s9,-462.01132,167.35199,33.14148,6.0310464,-7.2027836,11.272193,-5.1814575,-16.35751,-1.9599079,-5.2344747,-7.7207637,0.14370267,-5.963853
138s28,-335.89203,153.5223,-8.428402,19.657621,0.20749867,-3.5888145,-19.75425,-9.509324,-18.570837,-2.9641216,-15.955931,-7.565198,-6.799929
158s9,-456.7843,185.57208,24.67036,23.099674,-19.905344,4.1667004,1.0474678,-12.416134,-12.080211,3.867348,-14.696908,-3.347779,-3.8908691
151s53,-354.87485,164.35278,-23.693872,30.764194,-3.896372,2.4414659,-14.846909,-30.853872,-8.393802,4.1838255,-9.536656,1.3162376,-11.529716
144s41,-453.9051,168.03853,20.405317,7.7692294,-12.097474,11.826117,-12.525069,-20.601109,-5.0556817,-5.8888774,-10.112494,3.6268735,-12.060264
283s16,-465.30417,157.8778,35.983814,6.373613,-13.771825,0.5347557,-9.058046,-11.911767,-8.256825,-3.623043,-10.858143,-6.3374143,-7.6494474
137s51,-424.60965,140.88916,23.3243,18.026012,-14.664807,1.9885675,-17.462742,-14.782912,-5.851685,-7.90352,-10.237157,-6.579961,-4.7148094
117s34,-357.60513,164.40108,20.002089,14.894739,-23.104786,13.698844,-6.671648,-19.705845,-11.799228,-3.7557611,-10.650126,-2.1693342,-10.920867
255s22,-459.42935,190.44923,6.402699,12.071548,-15.671223,11.0563345,-10.64087,-17.545143,-1.5506213,-1.9780053,-5.7519174,-6.396591,-3.2155871
103s10,-389.9755,154.75066,22.86974,6.4516554,3.0329518,0.767654,-20.844091,-7.858125,-8.784026,-4.351339,-7.0853148,-10.899109,-5.3191986
157s11,-369.59564,157.48427,16.829927,17.650526,-10.598046,2.2687101,-21.458294,-24.236422,-1.4952396,-13.624655,-10.759401,3.2174604,-13.773656
141s20,-502.69147,176.99403,-11.0467615,28.508156,-22.674856,27.97353,-26.134697,0.8074313,-9.156615,-2.0418744,-18.388546,1.7756556,-1.6707854
243s17,-399.9183,174.71295,-2.803902,23.101114,-9.159879,5.1583347,-6.701687,-12.186977,-5.824153,-2.9879253,-6.4068437,-4.852852,-6.648329
169s5,-465.37003,184.38054,-19.995651,39.712147,-12.549677,2.9235234,-13.276691,-1.0642755,-13.794095,-3.1881557,-1.8868017,-6.0653954,-12.489236
165s35,-1131.3708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112s1,-420.0,150.27376,24.358847,43.369087,-6.763838,0.68743783,-6.7063313,-15.647575,-12.451933,-0.545905,-11.654639,-4.501324,-6.264043
174s1,-381.6448,153.33562,16.31854,30.739187,-28.640932,28.547066,-9.147832,-20.94619,-18.361057,-1.0234097,-10.093452,0.55945057,-2.9434695
232s2,-406.43158,97.818184,29.362305,42.784515,-15.202578,28.838394,-29.124416,-4.861929,-6.919135,-1.5198979,-11.458719,3.8839743,-6.538373
124s3,-452.61954,133.7271,45.835617,8.488018,-9.532731,-1.6407361,-9.035741,-9.206857,-8.818903,-6.8229804,-9.3885565,-4.7510085,-8.087419
143s5,-532.90594,167.89894,39.36269,46.37225,-59.518124,24.410246,-22.776628,-4.8246174,-5.968657,-8.011046,-10.468625,1.9454993,-6.827849
283s22,-436.04507,168.55502,16.935236,23.391972,-7.2739463,-0.48304987,-7.9351296,-16.119923,-7.9845133,2.0348873,-16.842339,0.09429846,-14.681839
149s35,-467.54337,182.70238,34.96251,7.2451587,-25.540234,-6.449171,-5.318929,-8.096757,-24.651329,0.45998216,-8.540265,-6.4613075,-7.2496767
137s16,-383.98975,134.77744,15.904662,17.590437,-18.05332,4.660434,-18.460611,-16.377804,-4.079993,-7.513041,-10.905626,-4.92678,-7.4558034
253s12,-376.73444,153.50845,4.1666408,17.349457,-22.92527,16.344221,-8.475012,-30.41955,-8.326758,-5.8080106,-5.6292276,-0.7869327,-13.222757
156s3,-436.31195,179.59836,12.843503,8.002441,-18.66734,16.789309,-13.7189665,-20.112402,-0.13687079,-3.7959468,-16.639988,5.5420356,-3.9276543
259s24,-357.13443,159.79683,3.3350441,21.986284,-10.728757,9.987859,-17.925577,-24.63088,-5.37577,-10.940667,-18.277967,-6.6073585,-11.39032
186s16,-409.25378,154.96556,18.385448,31.25042,-10.086166,3.0790086,-13.380723,-12.510188,-12.003364,-3.2257142,-12.1768055,-7.251298,-7.921399
211s12,-454.5584,167.23264,23.725,27.615475,-4.1059546,5.5073314,-14.394699,-7.6291456,-3.344664,-4.591799,-9.948194,-0.25309673,-7.8717804
176s12,-448.47092,163.73595,27.072094,18.4949,-19.631292,17.00038,-9.88474,-10.018036,-3.783976,-3.3552613,-7.3096457,-2.9017699,-6.0214977
151s26,-1131.3708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162s1,-385.97452,175.23317,4.271078,12.7276745,1.8481977,13.263397,-20.322983,-19.155233,-7.210845,-4.059785,-8.386355,-8.704803,-4.2490215
223s16,-375.18405,113.77011,23.06444,26.555069,-28.849838,52.525166,-54.027187,-0.09745845,-12.925606,-1.6737325,-19.090458,0.16676928,-13.188991
104s26,-415.76157,169.73448,19.613834,11.172114,3.5232685,-0.8188045,-18.988907,-10.212703,-0.7210376,-10.535919,-11.119108,0.40686542,-3.9079776
164s20,-395.9289,159.02313,-4.9329867,28.641266,-3.724746,-1.1910326,-15.044612,-11.300656,-8.977924,-5.257489,-6.8137174,-4.445138,-2.775579
117s23,-1131.3708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173s7,-310.5754,123.716774,0.34064537,35.095623,-15.687433,-13.254805,-8.3071165,-16.763449,-17.780312,-1.8201089,-17.767994,-3.4554615,-2.6318188
235s5,-389.86493,169.61151,4.4635,10.705157,-4.9356294,2.6359303,-22.002554,-15.801879,-6.561837,-7.519526,-10.233811,-4.116038,-8.664644
167s13,-392.04248,147.78049,10.6777525,15.234621,1.5284289,16.742205,-21.931463,-10.422976,-10.568584,-0.23606674,-13.542531,-5.443801,-6.793688
210s7,-506.9856,164.88394,57.51772,-0.28714472,-8.170456,-1.6841807,-4.7597976,-7.622491,-7.4827614,-5.870925,-7.1715107,-3.794914,-3.642044
137s24,-445.1853,157.15668,30.043535,9.955083,-12.339104,5.53556,-20.456556,-12.976253,-5.7110453,-10.62431,-10.2667265,-1.4673693,-6.816113
216s7,-390.0541,133.12154,24.682526,19.207067,-13.859961,-3.6744556,-23.008032,-7.114654,-10.027955,-11.088502,-13.212595,-5.639905,-11.126679
219s25,-408.5139,159.04779,19.498722,14.667842,-8.7331705,14.200067,-22.502626,-9.473078,-8.046181,-2.698299,-11.392577,-1.9256037,-3.9011142
110s15,-385.74826,165.14319,-4.599048,26.362265,5.584548,-3.2167954,-13.061659,-22.761467,-9.946023,-3.28559,-16.725657,-5.283582,-5.714277
223s37,-444.93106,142.45822,35.012577,7.46115,-8.604645,0.6047444,-9.844678,-8.719876,-10.712084,-4.481807,-12.839924,-2.396923,-3.7834864
276s32,-462.45612,165.3984,18.310179,17.367632,-14.119434,9.906867,-20.50543,-8.279125,-5.429388,-0.25469878,-8.578538,-6.2526803,-8.92463
266s14,-444.59222,148.43259,33.921883,15.363942,-5.994886,-0.42092848,-9.783929,-10.639628,-8.38405,-2.116626,-4.3006763,-5.3891125,-8.727504
149s17,-457.64157,154.62369,34.749153,12.786691,-33.127193,2.1623418,-2.9025962,-18.619621,-15.184452,5.8409667,-12.007141,-3.455751,-11.853192
168s9,-457.0113,168.87692,22.367249,15.62892,-17.201458,19.501352,-22.503748,-7.725473,-9.380839,-4.346936,-11.510278,-2.3851576,-6.6684694
232s27,-360.34778,168.89116,-9.070828,15.165127,0.83809483,-5.0856566,-18.066105,-18.799902,-20.143898,-7.463465,-15.856028,-2.3249257,-9.135446
125s10,-401.55225,142.09001,15.645482,32.807133,-21.363194,11.162842,-26.04706,-14.784353,11.954718,-14.591501,-5.7758455,-2.751498,-4.6204615
117s13,-446.47745,178.9392,11.549381,19.575232,-35.915535,13.244513,-5.080304,1.6044918,-27.447989,0.0030818463,4.045722,-5.453392,-16.163404
120s38,-367.62268,147.0281,-0.12852126,13.538856,-0.9565889,-9.890743,-20.084755,-16.772377,-11.545803,-8.223573,-10.197661,-6.115541,-9.612148
264s21,-526.4627,199.71542,3.4903853,34.61996,-32.46556,18.484043,-18.848206,-4.2944655,-9.399983,-2.6630447,-10.972226,-2.7727592,-5.675927
203s16,-386.4167,127.47013,21.894125,16.63255,-11.665227,-5.71809,-24.23886,-17.591307,-6.8267274,-8.691886,-11.279934,-5.864839,-5.468673
120s4,-376.70633,152.3175,5.5850296,7.2890124,-5.36147,-7.826832,-15.131327,-14.503196,-14.112005,-4.7836485,-7.5960813,-7.2575874,-9.378674
