File Name,LPC_1,LPC_2,LPC_3,LPC_4,LPC_5,LPC_6,LPC_7,LPC_8,LPC_9,LPC_10,LPC_11,LPC_12,LPC_13
184_s2,-3.1110382080078125,5.395505905151367,-7.840823650360107,10.127275466918945,-11.960027694702148,12.9555082321167,-12.425712585449219,10.62027359008789,-8.254640579223633,5.745604991912842,-3.463092088699341,1.6272703409194946,-0.40620121359825134
144_s3,-3.0345840454101562,4.794197082519531,-6.546226978302002,8.45520305633545,-9.928557395935059,10.624870300292969,-10.158195495605469,8.691940307617188,-6.752378940582275,4.7768988609313965,-3.080406427383423,1.5760661363601685,-0.41251763701438904
270_s7,-225.20724487304688,15972.005859375,-5270772.0,70675376.0,-173160608.0,187847712.0,-117277584.0,8545619.0,63244212.0,-34873588.0,255264.609375,-3996.30615234375,-0.8551297783851624
242_s17,27.208452224731445,12624.615234375,-83415.859375,260728.0,-517284.78125,725431.9375,-749045.0,572222.5,-314631.96875,115448.453125,-23933.091796875,1830.828125,0.3993373215198517
161_s4,-83.61862182617188,-22159.330078125,118008.8359375,-303790.59375,532388.25,-729550.875,811078.5,-732535.4375,537447.875,-308170.90625,119983.09375,-22633.142578125,-0.16333769261837006
204_s3,-46.94241714477539,-979.4563598632812,6247.75390625,-18266.62109375,35264.14453125,-50851.8984375,57510.21484375,-51708.08984375,36539.89453125,-19403.69921875,6922.53076171875,-1230.2998046875,-0.5820055603981018
125_s4,-3.2648391723632812,6.174042224884033,-9.507179260253906,12.328939437866211,-14.165131568908691,14.877012252807617,-14.154021263122559,12.229578018188477,-9.45505428314209,6.297062397003174,-3.5035805702209473,1.5286519527435303,-0.3738481402397156
227_s10,47.6929931640625,2613.864501953125,-18201.845703125,58249.31640625,-118275.8984375,170602.75,-182481.59375,145767.609375,-84972.25,33720.84765625,-7714.22216796875,638.7274780273438,1.069291114807129
110_s32,-3.1842575073242188,3.7893238067626953,0.9560540914535522,-12.502089500427246,27.19736099243164,-38.040557861328125,39.58134841918945,-31.239389419555664,17.764577865600586,-6.040300369262695,0.030673304572701454,1.0599154233932495,-0.3625950515270233
131_s17,3.973907709121704,19.03564453125,-354.8482666015625,1303.68310546875,-2602.771728515625,3536.37744140625,-3504.03759765625,2513.79443359375,-1192.4583740234375,256.3086853027344,47.558021545410156,-28.652889251708984,0.9638782143592834
201_s26,1030.541015625,-34226360.0,-2028312704.0,8580210176.0,-17402501120.0,23513192448.0,-22717573120.0,15576749056.0,-6868704768.0,1149328000.0,233113152.0,-1268058.25,-1.150650143623352
155_s9,-148.67446899414062,2951.24169921875,-49217.84375,148207.296875,-225394.421875,224287.859375,-134806.34375,11546.1064453125,71274.296875,-78741.5234375,30727.51953125,-680.076904296875,-0.8482047319412231
113_s5,-4959.33251953125,58986228.0,-291671072.0,713003328.0,-1185599488.0,1492564480.0,-1454334336.0,1092447104.0,-610894656.0,219230320.0,-27489932.0,-6237241.0,4.287818431854248
284_s8,239.66064453125,4622.8203125,-30070.1875,80183.53125,-138994.078125,193636.796875,-232107.40625,234032.28125,-186910.453125,107334.0390625,-38145.6640625,6176.6298828125,-0.329547643661499
140_s28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169_s30,1088.0587158203125,-5107.87353515625,13661.517578125,-27243.0,43666.3125,-59681.09765625,70592.0703125,-70442.671875,57465.3515625,-36031.078125,15078.169921875,-3051.091796875,4.855411052703857
201_s14,1130.8564453125,-2138832768.0,11752010752.0,-31372920832.0,55196409856.0,-71972675584.0,72604508160.0,-56708386816.0,32937371648.0,-12753380352.0,2526815232.0,-71027576.0,-15.952082633972168
219_s26,-2.6868934631347656,0.3321830630302429,13.734960556030273,-45.04658889770508,88.60281372070312,-126.81472778320312,140.18478393554688,-121.45811462402344,81.2857666015625,-40.03825759887695,12.64748477935791,-1.4056339263916016,-0.3331013321876526
223_s1,-3.128302574157715,5.295302867889404,-7.771146297454834,10.309422492980957,-11.999446868896484,12.631978034973145,-11.98300552368164,10.330904006958008,-8.064581871032715,5.387640476226807,-3.0768954753875732,1.4452465772628784,-0.368869811296463
219_s32,2.7927935123443604,405.5624084472656,-2229.627685546875,5832.46044921875,-10219.482421875,13622.6083984375,-14311.1591796875,11899.9619140625,-7710.19970703125,3596.519775390625,-993.4279174804688,102.97476959228516,-0.18814033269882202
105_s15,-66.47309875488281,272844.59375,-1205886.75,2353081.0,-2446000.25,787711.25,1668441.375,-3092886.0,2706583.75,-1355265.75,320190.75,-8072.81591796875,-0.3033085763454437
257_s14,904.0571899414062,114789080.0,-640080448.0,1697378560.0,-2961041664.0,3850468096.0,-3871511808.0,3009883904.0,-1746572032.0,668734080.0,-121432928.0,-632908.625,-0.9578258991241455
137_s42,-3.4912338256835938,7.013665676116943,-11.089186668395996,14.289231300354004,-15.846248626708984,15.718827247619629,-13.998696327209473,11.479572296142578,-8.662729263305664,5.775973320007324,-3.2765564918518066,1.4305692911148071,-0.33430373668670654
160_s8,467.0111083984375,33815.64453125,44674.80859375,-624670.5625,1941538.625,-3520126.75,4233796.0,-3618830.0,2144590.0,-673279.3125,7568.67919921875,30385.029296875,0.515056312084198
274_s29,-20.644460678100586,187.96881103515625,-987.460205078125,3060.22021484375,-6354.37451171875,9732.1728515625,-11514.1689453125,10641.4814453125,-7617.103515625,4078.5771484375,-1476.4208984375,270.5252990722656,-1.6369352340698242
251_s13,-290.5837097167969,-210.76400756835938,5105.439453125,-17293.099609375,35522.65234375,-53371.10546875,62335.1875,-57785.75390625,42192.30859375,-23405.80078125,8933.9462890625,-1738.632080078125,0.5045292973518372
131_s16,194.33364868164062,95328.2421875,-4396332.5,10640945.0,-2016027.5,-24593826.0,49142360.0,-53064000.0,34626536.0,-11877867.0,1423961.75,-1683.9095458984375,3.3645236492156982
276_s11,7.267895221710205,290.21942138671875,-1972.2047119140625,5863.68505859375,-11045.427734375,15120.44921875,-15786.771484375,12639.3369140625,-7543.923828125,3067.505859375,-685.9131469726562,44.08364486694336,0.46318480372428894
143_s10,-22.56521224975586,1586.9600830078125,-25161.11328125,75017.3515625,-113588.875,128557.03125,-130789.59375,121485.8515625,-89912.015625,38974.70703125,-6025.02685546875,-124.69586181640625,-1.1076507568359375
283_s3,-3.3344993591308594,6.10409688949585,-8.99032211303711,11.548211097717285,-13.367191314697266,14.181319236755371,-13.596574783325195,11.779458999633789,-9.187171936035156,6.25019645690918,-3.5665347576141357,1.5684272050857544,-0.37631261348724365
276_s36,-2967.70361328125,-1744570.125,11366468.0,-36626904.0,77096624.0,-117247904.0,134299456.0,-117202536.0,77045792.0,-36605384.0,11371764.0,-1753986.125,-8.3462495803833
236_s16,-1.121468186378479,63.941253662109375,-322.06243896484375,775.9591064453125,-1220.4150390625,1391.0220947265625,-1166.2716064453125,687.2440795898438,-228.70529174804688,-10.703309059143066,38.64353561401367,-8.073664665222168,-0.37491726875305176
121_s14,-1.5233248472213745,301.911865234375,-1606.443359375,3827.100341796875,-5444.9609375,4980.60400390625,-2560.011474609375,-109.65898895263672,1373.3271484375,-1098.081787109375,376.7123107910156,-39.65964126586914,-0.3587546944618225
264_s20,-3.1311397552490234,5.2134904861450195,-7.403265476226807,9.506096839904785,-10.855942726135254,11.336977005004883,-10.72193717956543,9.181272506713867,-6.970091342926025,4.585224151611328,-2.66259765625,1.2032276391983032,-0.27521273493766785
164_s11,-3.602614164352417,7.535302639007568,-12.099061965942383,16.324989318847656,-19.576824188232422,20.888151168823242,-19.951223373413086,16.997751235961914,-12.744441032409668,8.264801025390625,-4.363804817199707,1.7126542329788208,-0.3705529272556305
213_s12,239.39625549316406,-62505.37890625,281213.96875,-1328365.625,3978235.0,-7092519.5,8603855.0,-7654169.5,4689864.0,-1646279.875,244081.359375,-14207.181640625,-1.0454597473144531
261_s33,-21.618915557861328,10605.9970703125,-36523.671875,56141.84765625,-42991.45703125,-9177.083984375,73674.1875,-107784.0859375,94892.3125,-53314.77734375,15312.8212890625,-661.7882690429688,-0.0592518225312233
166_s3,45.298240661621094,217.50584411621094,-2223.826904296875,7264.88916015625,-14442.181640625,20758.939453125,-22965.779296875,19838.673828125,-13140.880859375,6227.43212890625,-1804.340087890625,223.02972412109375,-0.12036184221506119
244_s12,1043.6949462890625,-97609.875,567061.5625,-1619119.625,3037835.0,-4212935.5,4471129.0,-3608521.75,2155972.25,-814821.0625,66270.0390625,54129.44140625,0.4132702350616455
234_s23,103.05390167236328,165041.203125,-2480496896.0,11876480000.0,-26097788928.0,36541018112.0,-37638664192.0,28827443200.0,-14640008192.0,3918876672.0,-306964608.0,-33030.64453125,-0.10318327695131302
169_s1,2.407402276992798,-57.16875076293945,255.88043212890625,-644.846923828125,1128.489990234375,-1492.4068603515625,1545.608154296875,-1259.5421142578125,787.8883666992188,-355.4622497558594,100.7601547241211,-11.837008476257324,-0.7644592523574829
217_s11,19.296709060668945,2322.240478515625,-13963.16796875,40013.30859375,-74496.5546875,100902.5078125,-103727.4296875,81283.8203125,-47116.34375,18552.06640625,-4055.1875,263.8878479003906,-0.23204711079597473
202_s7,4.865995407104492,32898.82421875,-216465.765625,656826.0,-1240526.5,1656359.5,-1656304.125,1240159.875,-654878.1875,212391.59375,-29278.75,-1198.9327392578125,-0.54350745677948
147_s5,20.220796585083008,1086.312744140625,-6067.79931640625,15991.6962890625,-27260.470703125,33667.3359375,-31336.880859375,21774.8359375,-10500.71875,2633.597900390625,236.61358642578125,-244.09425354003906,-0.34084761142730713
123_s3,98.1095962524414,65923.1875,468052.5625,-3064431.75,7881540.5,-13057648.0,15653932.0,-13846362.0,8968459.0,-3904973.25,839029.625,-3245.7822265625,-0.7698544859886169
222_s1,20.39598274230957,-69.99479675292969,10.675591468811035,358.0026550292969,-1049.24169921875,1801.575439453125,-2222.515380859375,2074.027587890625,-1465.875244140625,747.6182861328125,-241.80581665039062,36.16595458984375,-0.024816373363137245
243_s4,51.5284538269043,80650.46875,13159157.0,-67680448.0,163950608.0,-250507152.0,264519408.0,-195333904.0,95327920.0,-25929062.0,2408921.75,2945.93359375,0.3936077654361725
278_s17,6016.90478515625,15562698752.0,-81317969920.0,207881617408.0,-357175558144.0,461788577792.0,-462766669824.0,359557169152.0,-210481332224.0,83138428928.0,-16334707712.0,147698384.0,7.192311763763428
137_s34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213_s1,-20.588909149169922,1542.6181640625,-5532.0947265625,9810.6259765625,-13517.04296875,16747.740234375,-17707.603515625,14827.8046875,-8017.22216796875,1543.196044921875,418.83734130859375,-94.56732177734375,-1.04158616065979
142_s8,-33.059871673583984,9429.4296875,-20865.892578125,-5174.41943359375,85859.65625,-190478.0625,264277.375,-264322.375,193162.515625,-93861.71875,22066.830078125,97.4981918334961,-0.7900559902191162
287_s25,-7.813653945922852,42155.86328125,-928392.1875,3068423.75,-4874012.0,4470681.0,-1628025.125,-1628668.875,3009723.5,-2188761.5,657319.0625,-386.1972351074219,-0.30048462748527527
120_s1,-3.0656139850616455,5.142223358154297,-7.304725170135498,9.295692443847656,-10.667542457580566,11.224860191345215,-10.689979553222656,9.208840370178223,-7.066671371459961,4.7230000495910645,-2.7742395401000977,1.3215055465698242,-0.33817753195762634
220_s2,-1521.176025390625,31099176.0,-164320880.0,426069728.0,-741097280.0,968419968.0,-984043968.0,779295552.0,-467857824.0,193524352.0,-43465380.0,2378187.75,-3.4227986335754395
157_s32,-3.0180983543395996,5.262128829956055,-7.790239334106445,10.082603454589844,-11.828764915466309,12.621143341064453,-12.112540245056152,10.50290298461914,-8.229887962341309,5.735705375671387,-3.3932151794433594,1.6135637760162354,-0.435545951128006
217_s17,731.5925903320312,203645.078125,-318662.46875,12271376.0,-52794660.0,102223592.0,-122376064.0,99543936.0,-48937160.0,9249840.0,981866.25,-29510.861328125,-0.15678615868091583
143_s24,-6267.685546875,284739616.0,-1499766784.0,3920521984.0,-6865568256.0,8974301184.0,-9113534464.0,7207476736.0,-4293646336.0,1757444992.0,-392765696.0,20802762.0,8.804574966430664
113_s20,-3.2145750522613525,5.732553005218506,-8.569588661193848,11.371731758117676,-13.392501831054688,14.171740531921387,-13.509900093078613,11.588627815246582,-8.82601261138916,5.895109176635742,-3.4076268672943115,1.5490696430206299,-0.38077983260154724
259_s10,241.93191528320312,590280.6875,-2882190.25,7032860.5,-11692072.0,14645006.0,-14167091.0,10533587.0,-5766531.5,1976991.625,-189902.421875,-81176.640625,-0.6841440796852112
225_s41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232_s9,-493.1742248535156,22893788.0,-70326832.0,70061256.0,29387466.0,-199466480.0,352497344.0,-394220672.0,309143904.0,-158462704.0,38684000.0,-155699.46875,0.31185904145240784
155_s23,-3.5057485103607178,6.84197998046875,-10.988163948059082,15.81617546081543,-20.52461814880371,23.697858810424805,-23.88776206970215,21.006410598754883,-16.104167938232422,10.496369361877441,-5.612081050872803,2.276747941970825,-0.5020796656608582
283_s2,-1.360068917274475,-9.160950660705566,45.47552490234375,-111.91348266601562,190.3798370361328,-247.3694610595703,254.88197326660156,-209.0196075439453,133.01943969726562,-61.5059814453125,17.551128387451172,-1.5448403358459473,-0.4226838946342468
155_s34,-2.805715322494507,4.647902965545654,-6.661769866943359,8.411688804626465,-9.701062202453613,10.18782901763916,-9.694618225097656,8.346667289733887,-6.39771032333374,4.34578275680542,-2.5349738597869873,1.1638075113296509,-0.2916482090950012
110_s5,-11.421884536743164,51.00862503051758,-141.2489471435547,287.01202392578125,-460.2899169921875,603.1721801757812,-657.9406127929688,601.0114135742188,-456.1042175292969,281.05010986328125,-134.58160400390625,45.30610275268555,-8.016935348510742
148_s7,22.067646026611328,216.61990356445312,18862.533203125,-81472.34375,166089.421875,-222125.53125,211887.859375,-142174.453125,60786.1640625,-11130.837890625,-767.0304565429688,-195.48948669433594,-0.35206636786460876
246_s4,7.380902290344238,230.02972412109375,-1663.9140625,5128.60595703125,-9898.7412109375,13875.0732421875,-15017.642578125,12709.60546875,-8194.1083984375,3692.95166015625,-959.6837768554688,89.03179168701172,0.1044805496931076
255_s3,-3.6498117446899414,7.303069591522217,-11.341216087341309,14.95644760131836,-17.44788932800293,18.39379119873047,-17.56108856201172,15.189444541931152,-11.672539710998535,7.680292129516602,-4.094315528869629,1.5647096633911133,-0.3106902241706848
153_s11,-2.0981664657592773,-1114.838623046875,5977.97705078125,-15813.2509765625,27704.884765625,-35473.67578125,34144.9140625,-24563.267578125,12604.08984375,-3949.9580078125,359.9690856933594,124.72313690185547,-0.9601846933364868
215_s24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114_s6,-3.2910866737365723,5.073859691619873,-4.536498546600342,0.9555733799934387,4.376628875732422,-8.853678703308105,10.461287498474121,-8.598885536193848,4.567198753356934,-0.7819837331771851,-1.1282588243484497,1.1242965459823608,-0.3601873517036438
257_s23,907.9228515625,119194496.0,3156901625856.0,-17970417893376.0,45792148586496.0,-69762847604736.0,70168164171776.0,-46674403655680.0,18708185481216.0,-3477307916288.0,59507310592.0,510286.625,0.45670410990715027
232_s29,-7.552745342254639,20598.091796875,-9933024.0,-8456847.0,119171864.0,-256922288.0,323607168.0,-299736928.0,180468992.0,-48668384.0,315351.625,-155.11654663085938,-0.5229930877685547
225_s8,-886.443115234375,-271068.125,1148748.5,-2332717.0,2911433.0,-2098372.5,113808.9296875,1899454.0,-2781319.75,2273551.75,-1133934.875,271294.59375,0.32473233342170715
249_s6,359.76702880859375,-474.2790222167969,3581.674560546875,-20874.666015625,53085.83203125,-83149.9453125,95555.796875,-86031.9765625,63108.10546875,-39029.25,17963.662109375,-4096.54638671875,0.7091891765594482
205_s20,2128.519287109375,28961680.0,-185186752.0,547509824.0,-1019606080.0,1364879872.0,-1392986112.0,1088512512.0,-619167872.0,225831424.0,-38392808.0,-372840.65625,-4.256247520446777
203_s18,7.471856117248535,-155.26913452148438,677.12890625,-1666.491943359375,2932.90283203125,-4016.55615234375,4401.984375,-3886.271240234375,2736.298828125,-1485.3681640625,561.6748657226562,-108.72305297851562,0.04515133053064346
149_s20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172_s13,79.3531265258789,59897.953125,1607716.25,-13953461.0,43811316.0,-75727144.0,82041240.0,-56512124.0,22404788.0,-3460757.25,-277468.46875,-867.6586303710938,0.4862511157989502
124_s8,292.84197998046875,3475582.5,-7766789.5,-17557248.0,91377576.0,-170443680.0,191190560.0,-135305696.0,50371264.0,-1948925.875,-3494658.75,56602.60546875,-0.532058835029602
130_s11,36816.19140625,365625606144.0,71635155550208.0,-344710988169216.0,821130168369152.0,-1314867327795200.0,1534452228423680.0,-1318935064477696.0,826719195889664.0,-348769329610752.0,73355600330752.0,-177271104.0,-10.676674842834473
264_s1,-2.8906641006469727,1.9475996494293213,6.599491596221924,-24.44293212890625,46.79121398925781,-63.64606857299805,66.47215270996094,-54.0426025390625,33.23619842529297,-14.06851863861084,2.7786800861358643,0.6931992173194885,-0.42121174931526184
219_s6,20.366498947143555,-29.71305274963379,-197.25257873535156,851.404541015625,-1802.4150390625,2656.350830078125,-2959.27099609375,2532.933837890625,-1643.66357421875,740.7899780273438,-179.29481506347656,7.236761569976807,1.4645313024520874
117_s21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270_s11,45.638126373291016,-29.013826370239258,-1112.557861328125,4310.36376953125,-8510.63671875,11633.53515625,-11797.0322265625,8722.9375,-4353.48095703125,796.3102416992188,641.666259765625,-350.694091796875,0.41021928191185
203_s11,-2.929683208465576,4.566080570220947,-5.513340950012207,5.063608169555664,-3.467151641845703,1.7732504606246948,-0.723048985004425,0.7872963547706604,-1.5813090801239014,2.208477020263672,-2.075559616088867,1.2840656042099,-0.38220730423927307
225_s14,-1095.416259765625,13228244.0,-26471384.0,-25719792.0,174194304.0,-355896480.0,460273280.0,-424389824.0,275372608.0,-110435936.0,19764358.0,163137.25,-4.162827968597412
203_s20,16.52816390991211,3142.37158203125,-18728.306640625,53841.18359375,-101489.2890625,140333.421875,-148520.53125,121202.5625,-74492.171875,32060.36328125,-8202.009765625,834.4028930664062,-0.19354112446308136
244_s5,-2.9717519283294678,4.461306095123291,-4.665356159210205,2.8525424003601074,0.49397513270378113,-3.758528470993042,5.568902969360352,-5.220088958740234,3.2792534828186035,-1.1271904706954956,-0.24036303162574768,0.5601180195808411,-0.22342020273208618
230_s27,89.35980224609375,-1924.07421875,9415.2216796875,-24915.80859375,45134.7265625,-61861.984375,66741.2734375,-57145.9765625,38160.59375,-18754.0078125,5954.009765625,-895.07470703125,0.3524518311023712
136_s25,61.08526611328125,183805.59375,-5619703.5,27007936.0,-64529264.0,99442496.0,-110809272.0,91816888.0,-53698508.0,19373734.0,-3167008.75,-1582.416015625,-0.8212670087814331
259_s3,977.26171875,-5861.23486328125,50405.359375,-201754.53125,469131.125,-741413.8125,853176.625,-727409.0625,448141.84375,-183033.296875,39073.984375,-1269.177001953125,5.462979793548584
166_s17,-3.296175956726074,6.3312153816223145,-10.010555267333984,13.485766410827637,-16.00898551940918,17.064701080322266,-16.28565216064453,13.948408126831055,-10.558707237243652,6.880887985229492,-3.7595317363739014,1.6004672050476074,-0.3806650638580322
117_s9,-353.97698974609375,25174202.0,-886322752.0,3837314304.0,-8541873664.0,12973390848.0,-14757067776.0,12771834880.0,-8252111872.0,3598206464.0,-770062144.0,22580.544921875,-0.5114076733589172
148_s11,-3.4731481075286865,6.568297863006592,-10.172638893127441,13.691333770751953,-16.08941078186035,16.98947525024414,-16.114120483398438,13.649596214294434,-10.198134422302246,6.577920913696289,-3.569044589996338,1.4607182741165161,-0.31561991572380066
136_s10,-3.489626169204712,66.29710388183594,-354.7673034667969,933.8262939453125,-1588.0096435546875,1944.701416015625,-1738.4173583984375,1088.4066162109375,-400.3666687011719,-4.569899559020996,81.19994354248047,-25.369293212890625,-0.44845321774482727
166_s23,-0.05858329311013222,-19.340789794921875,65.93106842041016,-113.98858642578125,122.58926391601562,-65.98561096191406,-35.413238525390625,118.4226303100586,-139.9268035888672,104.7494125366211,-49.644859313964844,13.308415412902832,-1.6587251424789429
167_s20,-2.9622321128845215,4.837747573852539,-6.923194408416748,8.95814323425293,-10.195122718811035,10.64443588256836,-10.216114044189453,8.839030265808105,-6.828866958618164,4.561212539672852,-2.6534371376037598,1.3052574396133423,-0.35088691115379333
215_s21,-55.25285720825195,188450.109375,-121840432.0,-359352512.0,2284781312.0,-4542255616.0,5608636928.0,-5034635776.0,2983666432.0,-827398080.0,3263563.5,-1286.376220703125,-3.890760898590088
129_s9,10.815587043762207,56747.64453125,-484789.09375,-6027598.5,28782098.0,-54441680.0,58575592.0,-38676552.0,14849179.0,-2942573.5,306852.90625,1295.969970703125,0.7915524244308472
138_s28,-1.2689663171768188,-23.43109893798828,124.63570404052734,-314.3313903808594,530.270263671875,-699.7919311523438,764.041259765625,-691.168212890625,514.732666015625,-300.16290283203125,116.27140808105469,-19.99220085144043,-0.7865773439407349
158_s9,-2.5135254859924316,-1.8476171493530273,21.68305778503418,-60.5836296081543,108.53036499023438,-145.1093292236328,152.24484252929688,-126.25515747070312,80.77276611328125,-37.12286376953125,9.9777250289917,-0.3145706057548523,-0.4576779901981354
151_s53,-4.531165599822998,12.510655403137207,-26.573728561401367,43.146751403808594,-52.12092590332031,45.18228530883789,-26.16362762451172,8.751447677612305,-1.868646264076233,2.375809907913208,-3.110494613647461,1.830060601234436,-0.4160786271095276
144_s41,-3.1379408836364746,5.236027240753174,-7.389796257019043,9.355671882629395,-10.720863342285156,11.544736862182617,-11.112040519714355,9.499846458435059,-7.410794734954834,5.115689277648926,-3.118298053741455,1.5624805688858032,-0.41798868775367737
283_s16,-42506.55078125,35423008.0,-196712832.0,539324736.0,-988798592.0,1357683072.0,-1454815488.0,1226597504.0,-801166400.0,383370944.0,-117592048.0,16733563.0,1.0323519706726074
137_s51,503.8417053222656,-416001.0625,2153075.5,-5673219.5,10260227.0,-14254335.0,15938761.0,-14402624.0,10246773.0,-5399046.5,1829566.25,-283675.65625,-6.138315200805664
117_s34,3.5527641773223877,160.99179077148438,-1205.299560546875,3859.576416015625,-7704.85546875,11075.796875,-12135.17578125,10246.98828125,-6531.43212890625,2921.79150390625,-771.8695068359375,78.90544128417969,-0.2366444170475006
255_s22,2103.961669921875,-114895.234375,665806.9375,-1946797.125,3761143.0,-5378811.5,5997180.0,-5289905.5,3629151.5,-1832062.375,602855.4375,-95784.8359375,-13.592829704284668
103_s10,575.7645874023438,-312806.90625,1590925.875,-3382000.25,3827299.0,-2146348.0,-645842.1875,3144434.75,-3916336.0,2633404.5,-918531.5,125281.7265625,-0.13362082839012146
157_s11,2.3403141498565674,1876.275390625,-20358.083984375,80339.5625,-182670.5,280481.78125,-308223.15625,244799.046875,-136882.609375,49272.68359375,-8594.4189453125,-66.57443237304688,-0.4444250464439392
141_s20,-3.173680543899536,5.53078556060791,-8.154641151428223,10.634604454040527,-12.275792121887207,12.994466781616211,-12.445781707763672,10.727791786193848,-8.342416763305664,5.655790328979492,-3.3178820610046387,1.5873476266860962,-0.41274696588516235
243_s17,-118.70729064941406,148766.1875,-532783.875,745444.875,-210410.125,-1117571.875,2455384.25,-2822605.75,2080870.25,-947683.125,193947.1875,7567.20166015625,-1.8082207441329956
169_s5,-3.4498379230499268,6.291426658630371,-9.019367218017578,11.448806762695312,-13.122471809387207,13.686264038085938,-13.075451850891113,11.265995025634766,-8.497319221496582,5.565594673156738,-3.092517614364624,1.29631769657135,-0.28864791989326477
165_s35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112_s1,-3.3435440063476562,6.258239269256592,-9.288538932800293,11.86322021484375,-13.849066734313965,14.695233345031738,-14.024986267089844,12.200784683227539,-9.494599342346191,6.436964988708496,-3.6005959510803223,1.4905046224594116,-0.3365263342857361
174_s1,-3.026973247528076,5.298829555511475,-7.874649524688721,10.10858154296875,-11.683759689331055,12.358675956726074,-11.746358871459961,10.161230087280273,-7.827754974365234,5.234846115112305,-2.9882431030273438,1.2837191820144653,-0.2857024073600769
232_s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
